Feb 26 18:13:46 cs219-laptop kernel: [ 1478.769628] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 54M, loss ratio: 0, window size: 80
Feb 26 18:15:30 cs219-laptop kernel: [ 1484.828239] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50441, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:30 cs219-laptop kernel: [ 1484.832908] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50521, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:30 cs219-laptop kernel: [ 1484.857598] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50601, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:15:30 cs219-laptop kernel: [ 1484.862097] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50681, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:15:30 cs219-laptop kernel: [ 1484.868665] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50761, tx_rate: 54M, loss ratio: 5, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.875180] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50841, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.887559] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 50921, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.893806] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51001, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.899821] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51081, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.904771] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51161, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.910663] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51241, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.917108] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51321, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.924472] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51401, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.929663] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51481, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:31 cs219-laptop kernel: [ 1484.939693] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51561, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.944277] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51641, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.951857] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51721, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.957236] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51801, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.966133] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51881, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.970617] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 51961, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.977772] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52041, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.988671] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52121, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.994859] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52201, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1484.999718] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52281, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1485.005569] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52361, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1485.025404] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52441, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1485.030062] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52521, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:32 cs219-laptop kernel: [ 1485.035927] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52601, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.041359] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52681, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.053125] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52761, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.059508] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52841, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.066749] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 52921, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.071304] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53001, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.076533] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53081, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.082210] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53161, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:33 cs219-laptop kernel: [ 1485.087614] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53241, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.095719] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53321, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.100903] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53401, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.106364] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53481, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.111099] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53561, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.120850] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53641, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.125473] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53721, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.133581] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53801, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.152691] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53881, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:34 cs219-laptop kernel: [ 1485.157536] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 53961, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.174616] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54041, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.179637] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54121, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.188770] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54201, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.194878] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54281, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.200817] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54361, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.205798] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54441, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.210396] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54521, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.217216] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54601, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.224855] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54681, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.229748] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54761, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:35 cs219-laptop kernel: [ 1485.234059] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54841, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.239918] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 54921, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.249004] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55001, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.255011] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55081, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.260919] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55161, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.266026] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55241, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.275057] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55321, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.283039] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55401, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.288896] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55481, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.309729] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55561, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:36 cs219-laptop kernel: [ 1485.316237] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55641, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.321276] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55721, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.327047] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55801, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.335194] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55881, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.342200] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 55961, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.353831] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56041, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.358860] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56121, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.364211] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56201, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.375734] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56281, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.381486] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56361, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.386271] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56441, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:37 cs219-laptop kernel: [ 1485.391068] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56521, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.402521] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56601, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.406653] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56681, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.411468] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56761, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.421872] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56841, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.432080] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 56921, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.437037] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57001, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.446752] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57081, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.453755] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57161, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.461174] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57241, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.481402] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57321, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:38 cs219-laptop kernel: [ 1485.485616] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57401, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.493305] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57481, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.498336] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57561, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.504350] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57641, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.512387] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57721, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.517320] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57801, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.525831] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57881, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.530232] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 57961, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.537659] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58041, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.544896] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58121, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.549454] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58201, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:39 cs219-laptop kernel: [ 1485.556197] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58281, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.573667] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58361, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.582212] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58441, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.587502] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58521, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.599338] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58601, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.605626] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58681, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.611483] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58761, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.638241] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58841, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.645070] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 58921, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.651711] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59001, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.667862] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59081, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:40 cs219-laptop kernel: [ 1485.677986] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59161, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.682663] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59241, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.688694] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59321, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.693387] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59401, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.702572] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59481, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.708037] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59561, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.713144] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59641, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.724532] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59721, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.729310] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59801, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.734304] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59881, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.742338] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 59961, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.746412] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60041, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:41 cs219-laptop kernel: [ 1485.754010] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60121, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.758287] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60201, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.770660] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60281, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.778899] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60361, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.786334] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60441, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.790852] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60521, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.796447] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60601, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.800842] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60681, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.809715] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60761, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.814344] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60841, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.820739] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 60921, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.826986] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61001, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.846394] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61081, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.850712] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61161, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:42 cs219-laptop kernel: [ 1485.859909] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61241, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.864503] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61321, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.874380] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61401, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.879736] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61481, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.888792] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61561, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.894632] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61641, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.899446] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61721, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.907186] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61801, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.911162] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61881, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.916893] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 61961, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.925063] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62041, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.930049] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62121, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:43 cs219-laptop kernel: [ 1485.939995] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62201, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.950016] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62281, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.958012] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62361, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.963386] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62441, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.970236] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62521, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.976579] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62601, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.982314] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62681, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.989536] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62761, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:15:44 cs219-laptop kernel: [ 1485.995813] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 62841, tx_rate: 48M, loss ratio: 13, window size: 80
